Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3607131907,3607131907,"Hamptonburgh town, Orange County, New York",1588,96,(X),(X),0,16,0,1.9,136,39,8.6,2.4,0,16,0,19.7,84,47,5.3,3,0,16,0,29.2,15,23,0.9,1.4,0,16,0,73.6,0,16,0,1.9,0,16,-,**
0600000US3607134550,3607134550,"Highlands town, Orange County, New York",3230,223,(X),(X),107,65,3.3,2,369,121,11.4,3.7,60,61,16.3,14.3,151,67,4.7,2.1,5,8,3.3,5.2,120,53,3.7,1.6,35,39,29.2,28.3,79,84,2.4,2.6,7,10,8.9,16.3
0600000US3607147042,3607147042,"Middletown city, Orange County, New York",10302,461,(X),(X),423,130,4.1,1.2,3271,339,31.8,3.2,331,125,10.1,3.7,458,118,4.4,1.1,65,45,14.2,9.9,232,90,2.3,0.9,27,36,11.6,15.2,127,73,1.2,0.7,0,21,0,20.9
0600000US3607147713,3607147713,"Minisink town, Orange County, New York",1481,118,(X),(X),23,37,1.6,2.4,147,92,9.9,6.2,23,37,15.6,23.2,96,70,6.5,4.7,0,11,0,26.3,5,10,0.3,0.7,0,11,0,100,0,11,0,2,0,11,-,**
0600000US3607147999,3607147999,"Monroe town, Orange County, New York",10396,261,(X),(X),1126,163,10.8,1.5,1009,159,9.7,1.5,180,78,17.8,6.7,4464,219,42.9,1.8,818,141,18.3,3,210,81,2,0.8,43,32,20.5,15.6,246,88,2.4,0.9,85,46,34.6,15.9
0600000US3607148153,3607148153,"Montgomery town, Orange County, New York",8211,301,(X),(X),84,49,1,0.6,951,201,11.6,2.3,45,34,4.7,3.4,438,135,5.3,1.7,23,26,5.3,6,130,70,1.6,0.8,16,25,12.3,18.1,35,41,0.4,0.5,0,21,0,48.2
0600000US3607148857,3607148857,"Mount Hope town, Orange County, New York",1900,175,(X),(X),0,16,0,1.6,241,75,12.7,4.2,0,16,0,11.7,85,38,4.5,2.1,0,16,0,28.9,13,10,0.7,0.5,0,16,0,79,0,16,0,1.6,0,16,-,**
0600000US3607150034,3607150034,"Newburgh city, Orange County, New York",9170,294,(X),(X),1171,252,12.8,2.8,3610,291,39.4,3.1,1114,253,30.9,6.1,313,106,3.4,1.2,46,34,14.7,11.2,44,32,0.5,0.3,6,9,13.6,21.8,5,8,0.1,0.1,5,8,100,100
0600000US3607150045,3607150045,"Newburgh town, Orange County, New York",10914,324,(X),(X),273,153,2.5,1.4,1674,217,15.3,2,191,132,11.4,7.4,638,172,5.8,1.6,54,47,8.5,7.2,124,65,1.1,0.6,28,28,22.6,20.1,58,45,0.5,0.4,0,24,0,37.4
0600000US3607150848,3607150848,"New Windsor town, Orange County, New York",9497,387,(X),(X),137,80,1.4,0.8,1518,256,16,2.6,93,67,6.1,4.2,622,180,6.5,1.9,17,15,2.7,2.5,315,113,3.3,1.2,27,43,8.6,12.4,99,69,1,0.7,0,21,0,25.7
0600000US3607159388,3607159388,"Port Jervis city, Orange County, New York",3418,279,(X),(X),61,48,1.8,1.4,171,81,5,2.3,29,28,17,16.8,97,51,2.8,1.5,32,36,33,27.6,22,27,0.6,0.8,0,16,0,60.7,8,15,0.2,0.4,0,16,0,100
0600000US3607175781,3607175781,"Tuxedo town, Orange County, New York",1452,81,(X),(X),7,9,0.5,0.6,82,43,5.6,2.9,0,11,0,29.7,123,53,8.5,3.7,7,9,5.7,7.5,12,11,0.8,0.7,0,11,0,82.3,15,23,1,1.6,0,11,0,73.6
0600000US3607177992,3607177992,"Wallkill town, Orange County, New York",10424,382,(X),(X),332,150,3.2,1.4,2014,265,19.3,2.4,281,131,14,6.1,622,175,6,1.6,38,46,6.1,7.4,148,73,1.4,0.7,13,15,8.8,11.2,293,145,2.8,1.4,0,21,0,9.7
0600000US3607178366,3607178366,"Warwick town, Orange County, New York",11744,389,(X),(X),72,43,0.6,0.4,896,236,7.6,2,13,22,1.5,2.5,758,164,6.5,1.4,49,34,6.5,4.5,164,83,1.4,0.7,10,16,6.1,9.8,55,40,0.5,0.3,0,24,0,38.4
0600000US3607178839,3607178839,"Wawayanda town, Orange County, New York",2446,163,(X),(X),54,44,2.2,1.7,316,98,12.9,3.9,25,29,7.9,8.4,207,76,8.5,3,14,23,6.8,10.5,46,46,1.9,1.8,15,25,32.6,45.8,24,37,1,1.5,0,16,0,58.2
0600000US3607182755,3607182755,"Woodbury town, Orange County, New York",3565,127,(X),(X),62,45,1.7,1.3,532,144,14.9,4.1,14,23,2.6,4.3,390,125,10.9,3.5,33,26,8.5,6.6,130,75,3.6,2.1,15,24,11.5,19.2,58,47,1.6,1.3,0,18,0,37.4
0600000US3607300000,3607300000,"County subdivisions not defined, Orleans County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3607301044,3607301044,"Albion town, Orleans County, New York",2556,249,(X),(X),52,71,2,2.7,112,119,4.4,4.5,52,71,46.4,48.7,47,42,1.8,1.7,0,16,0,41.6,0,16,0,1.2,0,16,-,**,27,46,1.1,1.7,0,16,0,54.8
0600000US3607304572,3607304572,"Barre town, Orleans County, New York",723,72,(X),(X),16,21,2.2,2.8,20,22,2.8,2.9,14,21,70,44.4,8,9,1.1,1.2,0,11,0,100,2,4,0.3,0.6,2,4,100,100,0,11,0,4.1,0,11,-,**
0600000US3607312496,3607312496,"Carlton town, Orleans County, New York",1231,99,(X),(X),0,11,0,2.4,0,11,0,2.4,0,11,-,**,72,36,5.8,2.8,0,11,0,32.7,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3607315880,3607315880,"Clarendon town, Orleans County, New York",1500,94,(X),(X),0,11,0,2,11,15,0.7,1,0,11,0,85.9,27,30,1.8,2,0,11,0,54.8,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**
0600000US3607327958,3607327958,"Gaines town, Orleans County, New York",1357,142,(X),(X),0,11,0,2.2,27,41,2,3,0,11,0,54.8,18,29,1.3,2.1,0,11,0,67.2,0,11,0,2.2,0,11,-,**,0,11,0,2.2,0,11,-,**
0600000US3607339188,3607339188,"Kendall town, Orleans County, New York",1023,78,(X),(X),0,11,0,2.9,11,12,1.1,1.2,0,11,0,85.9,14,14,1.4,1.4,0,11,0,76.1,0,11,0,2.9,0,11,-,**,0,11,0,2.9,0,11,-,**
0600000US3607349286,3607349286,"Murray town, Orleans County, New York",1930,111,(X),(X),18,15,0.9,0.8,95,51,4.9,2.7,11,14,11.6,13.7,38,28,2,1.5,4,7,10.5,18.3,3,5,0.2,0.2,3,5,100,100,0,11,0,1.5,0,11,-,**
0600000US3607361742,3607361742,"Ridgeway town, Orleans County, New York",2637,172,(X),(X),0,16,0,1.1,44,35,1.7,1.3,0,16,0,43,159,81,6,3.1,0,16,0,17.1,0,16,0,1.1,0,16,-,**,0,16,0,1.1,0,16,-,**
0600000US3607366751,3607366751,"Shelby town, Orleans County, New York",2242,120,(X),(X),75,63,3.3,2.8,115,69,5.1,3.1,62,61,53.9,35.3,43,32,1.9,1.4,0,16,0,43.5,28,32,1.2,1.4,13,17,46.4,53.6,0,16,0,1.3,0,16,-,**
0600000US3607383448,3607383448,"Yates town, Orleans County, New York",1015,79,(X),(X),6,7,0.6,0.7,5,6,0.5,0.6,0,11,0,100,41,24,4,2.4,4,6,9.8,13.6,2,3,0.2,0.3,2,3,100,100,0,11,0,2.9,0,11,-,**
0600000US3607500000,3607500000,"County subdivisions not defined, Oswego County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3607501055,3607501055,"Albion town, Oswego County, New York",840,70,(X),(X),0,11,0,3.5,14,10,1.7,1.2,0,11,0,76.1,32,22,3.8,2.6,0,11,0,50.4,5,8,0.6,0.9,0,11,0,100,0,11,0,3.5,0,11,-,**
0600000US3607501649,3607501649,"Amboy town, Oswego County, New York",420,58,(X),(X),0,11,0,6.9,10,14,2.4,3.4,0,11,0,90.1,0,11,0,6.9,0,11,-,**,3,4,0.7,1,0,11,0,100,0,11,0,6.9,0,11,-,**
0600000US3607507674,3607507674,"Boylston town, Oswego County, New York",204,30,(X),(X),0,11,0,13.6,4,4,2,1.9,0,11,0,100,7,7,3.4,3.2,0,11,0,100,0,11,0,13.6,0,11,-,**,0,11,0,13.6,0,11,-,**
0600000US3607517904,3607517904,"Constantia town, Oswego County, New York",2012,107,(X),(X),0,11,0,1.5,0,11,0,1.5,0,11,-,**,9,13,0.4,0.6,0,11,0,95,0,11,0,1.5,0,11,-,**,0,11,0,1.5,0,11,-,**
0600000US3607527815,3607527815,"Fulton city, Oswego County, New York",4730,180,(X),(X),9,11,0.2,0.2,94,52,2,1.1,0,18,0,26.8,150,84,3.2,1.8,5,7,3.3,5.3,4,7,0.1,0.2,4,7,100,100,23,36,0.5,0.8,0,18,0,59.4
0600000US3607529729,3607529729,"Granby town, Oswego County, New York",2460,140,(X),(X),15,26,0.6,1,45,42,1.8,1.7,0,16,0,42.5,155,96,6.3,3.9,15,26,9.7,17.5,0,16,0,1.2,0,16,-,**,0,16,0,1.2,0,16,-,**
0600000US3607532028,3607532028,"Hannibal town, Oswego County, New York",1683,112,(X),(X),0,11,0,1.8,55,51,3.3,3.1,0,11,0,38.4,37,28,2.2,1.7,0,11,0,46.8,0,11,0,1.8,0,11,-,**,0,11,0,1.8,0,11,-,**
0600000US3607532688,3607532688,"Hastings town, Oswego County, New York",3707,153,(X),(X),9,15,0.2,0.4,44,33,1.2,0.9,0,16,0,43,28,23,0.8,0.6,9,15,32.1,46.5,32,47,0.9,1.3,0,16,0,50.4,0,16,0,0.8,0,16,-,**
0600000US3607546822,3607546822,"Mexico town, Oswego County, New York",1956,98,(X),(X),9,11,0.5,0.6,14,13,0.7,0.6,6,11,42.9,52.6,53,41,2.7,2.1,3,5,5.7,10.8,0,16,0,1.5,0,16,-,**,7,8,0.4,0.4,0,16,0,100
0600000US3607547691,3607547691,"Minetto town, Oswego County, New York",690,47,(X),(X),0,11,0,4.3,5,7,0.7,0.9,0,11,0,100,25,13,3.6,1.9,0,11,0,57,3,4,0.4,0.5,0,11,0,100,0,11,0,4.3,0,11,-,**
0600000US3607550342,3607550342,"New Haven town, Oswego County, New York",1060,68,(X),(X),0,11,0,2.8,21,26,2,2.5,0,11,0,62.2,13,19,1.2,1.8,0,11,0,79,0,11,0,2.8,0,11,-,**,5,7,0.5,0.7,0,11,0,100
0600000US3607555453,3607555453,"Orwell town, Oswego County, New York",474,54,(X),(X),0,11,0,6.1,25,22,5.3,4.7,0,11,0,57,30,21,6.3,4.6,0,11,0,52,0,11,0,6.1,0,11,-,**,0,11,0,6.1,0,11,-,**
0600000US3607555574,3607555574,"Oswego city, Oswego County, New York",7573,226,(X),(X),111,70,1.5,0.9,411,140,5.4,1.8,97,66,23.6,14.9,209,70,2.8,0.9,7,11,3.3,5.1,49,36,0.6,0.5,7,13,14.3,26.6,4,8,0.1,0.1,0,18,0,100
0600000US3607555585,3607555585,"Oswego town, Oswego County, New York",1525,108,(X),(X),0,16,0,1.9,16,17,1,1.1,0,16,0,71.2,39,26,2.6,1.7,0,16,0,45.6,16,22,1,1.5,0,16,0,71.2,7,10,0.5,0.7,0,16,0,100
0600000US3607556154,3607556154,"Palermo town, Oswego County, New York",1369,110,(X),(X),0,11,0,2.2,55,40,4,3,0,11,0,38.4,61,37,4.5,2.7,0,11,0,36.3,25,27,1.8,2,0,11,0,57,0,11,0,2.2,0,11,-,**
0600000US3607556352,3607556352,"Parish town, Oswego County, New York",932,76,(X),(X),5,6,0.5,0.7,12,11,1.3,1.1,0,11,0,82.3,36,20,3.9,2.2,5,6,13.9,15.7,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3607560873,3607560873,"Redfield town, Oswego County, New York",195,34,(X),(X),0,11,0,14.2,0,11,0,14.2,0,11,-,**,8,5,4.1,2.6,0,11,0,100,0,11,0,14.2,0,11,-,**,0,11,0,14.2,0,11,-,**
0600000US3607561533,3607561533,"Richland town, Oswego County, New York",2152,175,(X),(X),20,20,0.9,0.9,32,29,1.5,1.3,4,6,12.5,26.3,126,77,5.9,3.7,16,19,12.7,14.7,4,6,0.2,0.3,0,16,0,100,0,16,0,1.4,0,16,-,**
0600000US3607565079,3607565079,"Sandy Creek town, Oswego County, New York",1601,81,(X),(X),2,3,0.1,0.2,7,12,0.4,0.7,0,11,0,100,11,12,0.7,0.7,0,11,0,85.9,4,6,0.2,0.4,2,3,50,50,0,11,0,1.9,0,11,-,**
0600000US3607565618,3607565618,"Schroeppel town, Oswego County, New York",3281,182,(X),(X),4,8,0.1,0.2,29,31,0.9,0.9,0,16,0,52.9,57,39,1.7,1.2,4,8,7,14.7,12,13,0.4,0.4,0,16,0,82.3,0,16,0,0.9,0,16,-,**
0600000US3607565992,3607565992,"Scriba town, Oswego County, New York",2873,172,(X),(X),0,16,0,1,14,23,0.5,0.8,0,16,0,76.1,69,49,2.4,1.7,0,16,0,33.6,85,102,3,3.6,0,16,0,28.9,12,21,0.4,0.7,0,16,0,82.3
0600000US3607577662,3607577662,"Volney town, Oswego County, New York",1980,152,(X),(X),27,41,1.4,2,27,41,1.4,2,27,41,100,54.8,62,59,3.1,3,0,16,0,36,0,16,0,1.5,0,16,-,**,0,16,0,1.5,0,16,-,**
0600000US3607580500,3607580500,"West Monroe town, Oswego County, New York",1737,122,(X),(X),0,11,0,1.7,22,19,1.3,1.1,0,11,0,60.7,77,58,4.4,3.3,0,11,0,31.1,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3607582073,3607582073,"Williamstown town, Oswego County, New York",427,54,(X),(X),4,4,0.9,1.1,0,11,0,6.8,0,11,-,**,10,8,2.3,1.9,4,4,40,40.6,0,11,0,6.8,0,11,-,**,0,11,0,6.8,0,11,-,**
0600000US3607711209,3607711209,"Burlington town, Otsego County, New York",417,52,(X),(X),3,5,0.7,1.2,14,10,3.4,2.4,0,11,0,76.1,13,15,3.1,3.7,3,5,23.1,54.2,3,4,0.7,1,0,11,0,100,0,11,0,6.9,0,11,-,**
0600000US3607711528,3607711528,"Butternuts town, Otsego County, New York",769,75,(X),(X),0,11,0,3.8,24,20,3.1,2.5,0,11,0,58.2,19,13,2.5,1.7,0,11,0,65.4,5,8,0.7,1,0,11,0,100,0,11,0,3.8,0,11,-,**
0600000US3607715253,3607715253,"Cherry Valley town, Otsego County, New York",522,50,(X),(X),1,2,0.2,0.4,2,3,0.4,0.6,0,11,0,100,41,28,7.9,5.3,0,11,0,44.5,4,6,0.8,1.1,1,2,25,67.1,0,11,0,5.6,0,11,-,**
0600000US3607719895,3607719895,"Decatur town, Otsego County, New York",120,21,(X),(X),2,3,1.7,2.6,1,2,0.8,2,1,2,100,100,4,5,3.3,4.6,1,2,25,37.8,2,3,1.7,2.4,0,11,0,100,0,11,0,21.9,0,11,-,**
0600000US3607723613,3607723613,"Edmeston town, Otsego County, New York",682,75,(X),(X),3,4,0.4,0.6,7,8,1,1.1,0,11,0,100,3,4,0.4,0.6,3,4,100,100,0,11,0,4.3,0,11,-,**,3,4,0.4,0.6,0,11,0,100
0600000US3607724845,3607724845,"Exeter town, Otsego County, New York",377,61,(X),(X),0,11,0,7.6,3,4,0.8,1.1,0,11,0,100,0,11,0,7.6,0,11,-,**,0,11,0,7.6,0,11,-,**,0,11,0,7.6,0,11,-,**
0600000US3607732589,3607732589,"Hartwick town, Otsego County, New York",809,78,(X),(X),0,11,0,3.6,30,21,3.7,2.5,0,11,0,52,27,17,3.3,2.2,0,11,0,54.8,5,8,0.6,1,0,11,0,100,0,11,0,3.6,0,11,-,**
0600000US3607741531,3607741531,"Laurens town, Otsego County, New York",1103,86,(X),(X),0,11,0,2.7,26,22,2.4,2,0,11,0,55.9,14,12,1.3,1.1,0,11,0,76.1,0,11,0,2.7,0,11,-,**,0,11,0,2.7,0,11,-,**
0600000US3607745920,3607745920,"Maryland town, Otsego County, New York",800,87,(X),(X),0,11,0,3.7,10,11,1.3,1.3,0,11,0,90.1,0,11,0,3.7,0,11,-,**,0,11,0,3.7,0,11,-,**,0,11,0,3.7,0,11,-,**
0600000US3607746910,3607746910,"Middlefield town, Otsego County, New York",838,95,(X),(X),13,19,1.6,2.3,0,11,0,3.5,0,11,-,**,32,22,3.8,2.6,13,19,40.6,43.1,6,10,0.7,1.2,0,11,0,100,0,11,0,3.5,0,11,-,**
0600000US3607747240,3607747240,"Milford town, Otsego County, New York",1247,87,(X),(X),6,8,0.5,0.6,19,15,1.5,1.2,4,7,21.1,34.6,27,20,2.2,1.6,2,3,7.4,13.6,2,4,0.2,0.3,0,11,0,100,0,11,0,2.4,0,11,-,**
0600000US3607748494,3607748494,"Morris town, Otsego County, New York",679,69,(X),(X),2,3,0.3,0.4,12,14,1.8,2,0,11,0,82.3,23,13,3.4,2,2,3,8.7,14.4,6,8,0.9,1.1,0,11,0,100,0,11,0,4.3,0,11,-,**
0600000US3607750485,3607750485,"New Lisbon town, Otsego County, New York",453,41,(X),(X),0,11,0,6.4,11,9,2.4,2,0,11,0,85.9,21,12,4.6,2.5,0,11,0,62.2,0,11,0,6.4,0,11,-,**,3,5,0.7,1,0,11,0,100
0600000US3607754881,3607754881,"Oneonta city, Otsego County, New York",4224,225,(X),(X),49,46,1.2,1.1,211,75,5,1.8,8,13,3.8,6.4,156,71,3.7,1.7,27,42,17.3,23.7,56,26,1.3,0.6,14,15,25,25.5,17,23,0.4,0.5,0,18,0,69.1
0600000US3607754892,3607754892,"Oneonta town, Otsego County, New York",1994,182,(X),(X),0,16,0,1.5,98,79,4.9,3.8,0,16,0,25.9,131,102,6.6,5,0,16,0,20.3,0,16,0,1.5,0,16,-,**,0,16,0,1.5,0,16,-,**
0600000US3607755629,3607755629,"Otego town, Otsego County, New York",1242,90,(X),(X),19,21,1.5,1.7,0,11,0,2.4,0,11,-,**,37,33,3,2.7,15,19,40.5,43.5,7,10,0.6,0.8,4,7,57.1,55.1,0,11,0,2.4,0,11,-,**
0600000US3607755695,3607755695,"Otsego town, Otsego County, New York",1700,106,(X),(X),9,11,0.5,0.6,32,24,1.9,1.5,0,11,0,50.4,109,39,6.4,2.2,0,11,0,23.7,29,23,1.7,1.4,9,11,31,33.7,30,20,1.8,1.2,0,11,0,52
0600000US3607758343,3607758343,"Pittsfield town, Otsego County, New York",480,65,(X),(X),2,5,0.4,1,3,5,0.6,1,0,11,0,100,27,24,5.6,4.8,2,5,7.4,19.3,3,4,0.6,0.9,0,11,0,100,0,11,0,6.1,0,11,-,**
0600000US3607758420,3607758420,"Plainfield town, Otsego County, New York",372,52,(X),(X),5,5,1.3,1.4,2,4,0.5,1,0,11,0,100,10,7,2.7,1.9,5,5,50,40.5,6,6,1.6,1.7,0,11,0,100,0,11,0,7.7,0,11,-,**
0600000US3607761467,3607761467,"Richfield town, Otsego County, New York",956,104,(X),(X),14,15,1.5,1.6,7,7,0.7,0.8,0,11,0,100,32,31,3.3,3.2,6,10,18.8,33.1,11,13,1.2,1.3,8,12,72.7,45.6,0,11,0,3.1,0,11,-,**
0600000US3607763638,3607763638,"Roseboom town, Otsego County, New York",289,41,(X),(X),0,11,0,9.9,3,3,1,1.1,0,11,0,100,20,14,6.9,4.7,0,11,0,63.7,2,3,0.7,0.9,0,11,0,100,0,11,0,9.9,0,11,-,**
0600000US3607770310,3607770310,"Springfield town, Otsego County, New York",542,69,(X),(X),0,11,0,5.4,3,5,0.6,0.9,0,11,0,100,35,24,6.5,4.2,0,11,0,48.2,0,11,0,5.4,0,11,-,**,0,11,0,5.4,0,11,-,**
0600000US3607776012,3607776012,"Unadilla town, Otsego County, New York",1763,94,(X),(X),0,11,0,1.7,17,14,1,0.8,0,11,0,69.1,51,46,2.9,2.6,0,11,0,39.9,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3607779972,3607779972,"Westford town, Otsego County, New York",339,47,(X),(X),2,3,0.6,0.8,0,11,0,8.5,0,11,-,**,14,9,4.1,2.9,2,3,14.3,19.2,0,11,0,8.5,0,11,-,**,0,11,0,8.5,0,11,-,**
0600000US3607783129,3607783129,"Worcester town, Otsego County, New York",910,88,(X),(X),0,11,0,3.2,40,26,4.4,2.8,0,11,0,45.1,27,16,3,1.8,0,11,0,54.8,0,11,0,3.2,0,11,-,**,0,11,0,3.2,0,11,-,**
0600000US3607912529,3607912529,"Carmel town, Putnam County, New York",11758,295,(X),(X),404,178,3.4,1.5,878,193,7.5,1.7,189,117,21.5,12,1253,223,10.7,1.9,94,80,7.5,6.3,221,99,1.9,0.8,72,73,32.6,30,107,88,0.9,0.7,49,76,45.8,49.4
0600000US3607939331,3607939331,"Kent town, Putnam County, New York",4704,219,(X),(X),88,52,1.9,1.1,500,116,10.6,2.5,20,32,4,6.2,499,110,10.6,2.3,68,49,13.6,8.8,17,16,0.4,0.3,0,18,0,69.1,46,34,1,0.7,0,18,0,42
0600000US3607956748,3607956748,"Patterson town, Putnam County, New York",3631,243,(X),(X),78,63,2.1,1.7,419,105,11.5,3,45,56,10.7,13.3,329,121,9.1,3.4,19,23,5.8,6.5,52,52,1.4,1.5,14,17,26.9,46.6,0,18,0,0.8,0,18,-,**
0600000US3607957584,3607957584,"Philipstown town, Putnam County, New York",3580,154,(X),(X),60,38,1.7,1.1,202,64,5.6,1.8,25,32,12.4,14.3,231,67,6.5,1.8,24,21,10.4,8.6,26,18,0.7,0.5,11,12,42.3,30.9,19,18,0.5,0.5,0,16,0,65.4
0600000US3607960147,3607960147,"Putnam Valley town, Putnam County, New York",4059,181,(X),(X),27,32,0.7,0.8,380,102,9.4,2.5,12,20,3.2,5.2,586,164,14.4,3.9,15,24,2.6,4.3,24,33,0.6,0.8,0,18,0,58.2,104,83,2.6,2,0,18,0,24.7
0600000US3607968924,3607968924,"Southeast town, Putnam County, New York",6584,248,(X),(X),493,133,7.5,1.9,885,133,13.4,2.1,444,117,50.2,11.1,493,147,7.5,2.2,32,29,6.5,6,90,49,1.4,0.7,17,21,18.9,21.9,41,36,0.6,0.5,0,18,0,44.5
0600000US3608160323,3608160323,"Queens borough, Queens County, New York",777904,2128,(X),(X),148487,2218,19.1,0.3,178314,1546,22.9,0.2,55357,1588,31,0.9,133414,2119,17.2,0.3,33977,1200,25.5,0.8,119075,1673,15.3,0.2,56181,1465,47.2,1,15585,897,2,0.1,2972,398,19.1,2.2
0600000US3608306189,3608306189,"Berlin town, Rensselaer County, New York",730,79,(X),(X),0,11,0,4,0,11,0,4,0,11,-,**,21,16,2.9,2.2,0,11,0,62.2,0,11,0,4,0,11,-,**,0,11,0,4,0,11,-,**
0600000US3608310275,3608310275,"Brunswick town, Rensselaer County, New York",5283,223,(X),(X),41,47,0.8,0.9,66,52,1.2,1,8,13,12.1,21.9,225,122,4.3,2.3,29,45,12.9,19.6,84,58,1.6,1.1,4,9,4.8,11.1,0,18,0,0.6,0,18,-,**
0600000US3608322117,3608322117,"East Greenbush town, Rensselaer County, New York",6774,251,(X),(X),42,40,0.6,0.6,136,67,2,1,24,30,17.6,19.8,349,127,5.2,1.8,12,21,3.4,6,142,74,2.1,1.1,6,14,4.2,10.2,16,26,0.2,0.4,0,18,0,71.2
0600000US3608329674,3608329674,"Grafton town, Rensselaer County, New York",1032,87,(X),(X),0,11,0,2.9,19,14,1.8,1.4,0,11,0,65.4,28,19,2.7,1.8,0,11,0,53.8,6,9,0.6,0.9,0,11,0,100,0,11,0,2.9,0,11,-,**
0600000US3608335463,3608335463,"Hoosick town, Rensselaer County, New York",2745,151,(X),(X),10,16,0.4,0.6,60,46,2.2,1.7,0,16,0,36.7,118,63,4.3,2.3,10,16,8.5,15.2,0,16,0,1.1,0,16,-,**,0,16,0,1.1,0,16,-,**
0600000US3608349517,3608349517,"Nassau town, Rensselaer County, New York",1896,112,(X),(X),0,11,0,1.6,12,13,0.6,0.7,0,11,0,82.3,23,16,1.2,0.8,0,11,0,59.4,12,15,0.6,0.8,0,11,0,82.3,2,3,0.1,0.2,0,11,0,100
0600000US3608352100,3608352100,"North Greenbush town, Rensselaer County, New York",5045,215,(X),(X),129,66,2.6,1.3,164,69,3.3,1.3,18,30,11,17.4,248,80,4.9,1.6,87,52,35.1,17.4,38,36,0.8,0.7,15,22,39.5,46,94,85,1.9,1.7,9,15,9.6,15
0600000US3608357441,3608357441,"Petersburgh town, Rensselaer County, New York",655,55,(X),(X),0,11,0,4.5,9,7,1.4,1,0,11,0,95,15,11,2.3,1.7,0,11,0,73.6,0,11,0,4.5,0,11,-,**,0,11,0,4.5,0,11,-,**
0600000US3608358398,3608358398,"Pittstown town, Rensselaer County, New York",2103,142,(X),(X),7,12,0.3,0.6,49,57,2.3,2.7,0,16,0,40.7,37,32,1.8,1.5,7,12,18.9,30.7,0,16,0,1.4,0,16,-,**,0,16,0,1.4,0,16,-,**
0600000US3608358805,3608358805,"Poestenkill town, Rensselaer County, New York",1663,105,(X),(X),9,15,0.5,0.9,32,38,1.9,2.3,0,11,0,50.4,59,49,3.5,2.9,9,15,15.3,25.2,0,11,0,1.8,0,11,-,**,13,21,0.8,1.2,0,11,0,79
0600000US3608361148,3608361148,"Rensselaer city, Rensselaer County, New York",4160,308,(X),(X),181,80,4.4,1.9,112,70,2.7,1.7,13,22,11.6,21,9,13,0.2,0.3,0,16,0,95,241,85,5.8,2,168,77,69.7,22.9,6,10,0.1,0.3,0,16,0,100
